2026-04-01 11:05:07 | crawler.gemini_key_rotator | INFO | 🔑 Loaded 12 Gemini API keys for rotation
2026-04-01 11:05:43 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 0 forms
2026-04-01 11:05:44 | crawler.ai_enricher | INFO | 🤖 AI enrichment: Found 0 forms, 0 buttons, 0 interactive elements
2026-04-01 11:05:44 | crawler.link_extractor | INFO | 🤖 Using GEMINI AI to detect navigation elements on homepage
2026-04-01 11:05:45 | crawler.ai_detector | INFO | 🤖 Sending screenshot to Gemini: snapshots/ai_analysis_6226.png (API call #2)
2026-04-01 11:05:45 | crawler.ai_detector | INFO | 📋 Generic parser found 9 potential navigation elements
2026-04-01 11:05:45 | crawler.ai_detector | INFO | 📤 Requesting Gemini analysis...
2026-04-01 11:05:48 | crawler.ai_detector | INFO | 🤖 Gemini detected 7 navigation elements (confidence >= 70%)
2026-04-01 11:05:48 | crawler.ai_detector | INFO | ✅ 7 high-confidence elements validated
2026-04-01 11:05:48 | crawler.ai_detector | INFO | 📦 Detected layout signature (caching disabled): nav:|accordions:0
2026-04-01 11:05:48 | crawler.link_extractor | INFO | 🤖 AI found 7 navigation elements: ['Home', 'Our Doctors', 'Book Appointment', 'Patient Registration', '👩\u200d⚕️ View Our Doctors', '📅 Book an Appointment', '📝 Register as a Patient']
2026-04-01 11:05:48 | crawler.link_extractor | INFO | 🤖 Using 7 AI-detected navigation elements
2026-04-01 11:05:48 | crawler.link_extractor | INFO | 🌓 Added 7 shadow DOM elements
2026-04-01 11:05:48 | crawler.link_extractor | INFO | 🧠 After intelligent filtering: 14 unique components
2026-04-01 11:05:51 | crawler.link_extractor | INFO | ✅ AVB: 'Our Doctors' → http://localhost:3008/doctors
2026-04-01 11:05:51 | crawler.link_extractor | INFO | ✅ AVB: 'Book Appointment' → http://localhost:3008/appointment
2026-04-01 11:05:54 | crawler.link_extractor | INFO | ✅ AVB: 'Patient Registration' → http://localhost:3008/patient-register
2026-04-01 11:06:12 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 3/13 clicks discovered URLs (3 unique)
2026-04-01 11:06:12 | crawler.link_extractor | INFO | ⏭️  Skipped 9 duplicate URLs during AVB
2026-04-01 11:06:12 | crawler.link_extractor | INFO | 🔗 Extracted 4 unique links
2026-04-01 11:06:19 | crawler.interaction_sim | INFO | 🔍 Hidden elements discovered: 0 accordions, 0 menus
2026-04-01 11:06:19 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #3)
2026-04-01 11:06:22 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 1 forms
2026-04-01 11:06:25 | crawler.ai_enricher | INFO | 🤖 AI enrichment: Found 1 forms, 1 buttons, 0 interactive elements
2026-04-01 11:06:25 | crawler.link_extractor | INFO | 🤖 Using GEMINI AI to detect navigation elements on sub-page
2026-04-01 11:06:25 | crawler.ai_detector | INFO | 🤖 Sending screenshot to Gemini: snapshots/ai_analysis_3188.png (API call #4)
2026-04-01 11:06:25 | crawler.ai_detector | INFO | 📋 Generic parser found 7 potential navigation elements
2026-04-01 11:06:25 | crawler.ai_detector | INFO | 📤 Requesting Gemini analysis...
2026-04-01 11:06:27 | crawler.ai_detector | INFO | 🤖 Gemini detected 4 navigation elements (confidence >= 70%)
2026-04-01 11:06:27 | crawler.ai_detector | INFO | ✅ 4 high-confidence elements validated
2026-04-01 11:06:27 | crawler.ai_detector | INFO | 📦 Detected layout signature (caching disabled): nav:|accordions:0
2026-04-01 11:06:27 | crawler.link_extractor | INFO | 🤖 AI found 4 navigation elements: ['Home', 'Our Doctors', 'Book Appointment', 'Patient Registration']
2026-04-01 11:06:27 | crawler.link_extractor | INFO | 🤖 Using 4 AI-detected navigation elements
2026-04-01 11:06:27 | crawler.link_extractor | INFO | 🌓 Added 6 shadow DOM elements
2026-04-01 11:06:27 | crawler.link_extractor | INFO | 🔄 Deduplication: 10 → 9 elements (removed 1 duplicates)
2026-04-01 11:06:27 | crawler.link_extractor | INFO | 🧠 After intelligent filtering: 9 unique components
2026-04-01 11:06:30 | crawler.link_extractor | INFO | ✅ AVB: 'Home' → http://localhost:3008/
2026-04-01 11:06:30 | crawler.link_extractor | INFO | ✅ AVB: 'Our Doctors' → http://localhost:3008/doctors
2026-04-01 11:06:37 | crawler.link_extractor | INFO | ✅ AVB: 'Patient Registration' → http://localhost:3008/patient-register
2026-04-01 11:06:42 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 3/8 clicks discovered URLs (3 unique)
2026-04-01 11:06:42 | crawler.link_extractor | INFO | ⏭️  Skipped 3 duplicate URLs during AVB
2026-04-01 11:06:42 | crawler.link_extractor | INFO | 🔗 Extracted 4 unique links
2026-04-01 11:06:48 | crawler.interaction_sim | INFO | 🔍 Hidden elements discovered: 0 accordions, 0 menus
2026-04-01 11:06:49 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #5)
2026-04-01 11:06:50 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 0 forms
2026-04-01 11:06:53 | crawler.ai_enricher | INFO | 🤖 AI enrichment: Found 0 forms, 0 buttons, 0 interactive elements
2026-04-01 11:06:53 | crawler.link_extractor | INFO | 🤖 Using GEMINI AI to detect navigation elements on homepage
2026-04-01 11:06:53 | crawler.ai_detector | INFO | 🤖 Sending screenshot to Gemini: snapshots/ai_analysis_6226.png (API call #6)
2026-04-01 11:06:53 | crawler.ai_detector | INFO | 📋 Generic parser found 9 potential navigation elements
2026-04-01 11:06:53 | crawler.ai_detector | INFO | 📤 Requesting Gemini analysis...
2026-04-01 11:06:56 | crawler.ai_detector | INFO | 🤖 Gemini detected 7 navigation elements (confidence >= 70%)
2026-04-01 11:06:56 | crawler.ai_detector | INFO | ✅ 7 high-confidence elements validated
2026-04-01 11:06:56 | crawler.ai_detector | INFO | 📦 Detected layout signature (caching disabled): nav:|accordions:0
2026-04-01 11:06:56 | crawler.link_extractor | INFO | 🤖 AI found 7 navigation elements: ['Home', 'Our Doctors', 'Book Appointment', 'Patient Registration', '👩\u200d⚕️ View Our Doctors', '📅 Book an Appointment', '📝 Register as a Patient']
2026-04-01 11:06:56 | crawler.link_extractor | INFO | 🤖 Using 7 AI-detected navigation elements
2026-04-01 11:06:56 | crawler.link_extractor | INFO | 🌓 Added 7 shadow DOM elements
2026-04-01 11:06:56 | crawler.link_extractor | INFO | 🧠 After intelligent filtering: 14 unique components
2026-04-01 11:06:59 | crawler.link_extractor | INFO | ✅ AVB: 'Our Doctors' → http://localhost:3008/doctors
2026-04-01 11:06:59 | crawler.link_extractor | INFO | ✅ AVB: 'Book Appointment' → http://localhost:3008/appointment
2026-04-01 11:07:02 | crawler.link_extractor | INFO | ✅ AVB: 'Patient Registration' → http://localhost:3008/patient-register
2026-04-01 11:07:21 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 3/13 clicks discovered URLs (3 unique)
2026-04-01 11:07:21 | crawler.link_extractor | INFO | ⏭️  Skipped 9 duplicate URLs during AVB
2026-04-01 11:07:21 | crawler.link_extractor | INFO | 🔗 Extracted 4 unique links
2026-04-01 11:07:27 | crawler.interaction_sim | INFO | 🔍 Hidden elements discovered: 0 accordions, 0 menus
2026-04-01 11:07:27 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #7)
2026-04-01 11:07:31 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 1 forms
2026-04-01 11:07:35 | crawler.ai_enricher | INFO | 🤖 AI enrichment: Found 1 forms, 1 buttons, 0 interactive elements
2026-04-01 11:07:35 | crawler.link_extractor | INFO | 🤖 Using GEMINI AI to detect navigation elements on sub-page
2026-04-01 11:07:35 | crawler.ai_detector | INFO | 🤖 Sending screenshot to Gemini: snapshots/ai_analysis_1044.png (API call #8)
2026-04-01 11:07:36 | crawler.ai_detector | INFO | 📋 Generic parser found 7 potential navigation elements
2026-04-01 11:07:36 | crawler.ai_detector | INFO | 📤 Requesting Gemini analysis...
2026-04-01 11:07:38 | crawler.ai_detector | INFO | 🤖 Gemini detected 4 navigation elements (confidence >= 70%)
2026-04-01 11:07:38 | crawler.ai_detector | INFO | ✅ 4 high-confidence elements validated
2026-04-01 11:07:38 | crawler.ai_detector | INFO | 📦 Detected layout signature (caching disabled): nav:|accordions:0
2026-04-01 11:07:38 | crawler.link_extractor | INFO | 🤖 AI found 4 navigation elements: ['Home', 'Our Doctors', 'Book Appointment', 'Patient Registration']
2026-04-01 11:07:38 | crawler.link_extractor | INFO | 🤖 Using 4 AI-detected navigation elements
2026-04-01 11:07:38 | crawler.link_extractor | INFO | 🌓 Added 11 shadow DOM elements
2026-04-01 11:07:38 | crawler.link_extractor | INFO | 🔄 Deduplication: 15 → 10 elements (removed 5 duplicates)
2026-04-01 11:07:38 | crawler.link_extractor | INFO | 🧠 After intelligent filtering: 10 unique components
2026-04-01 11:07:41 | crawler.link_extractor | INFO | ✅ AVB: 'Home' → http://localhost:3008/
2026-04-01 11:07:41 | crawler.link_extractor | INFO | ✅ AVB: 'Our Doctors' → http://localhost:3008/doctors
2026-04-01 11:07:41 | crawler.link_extractor | INFO | ✅ AVB: 'Book Appointment' → http://localhost:3008/appointment
2026-04-01 11:07:51 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #9)
2026-04-01 11:07:55 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 1 forms
2026-04-01 11:07:55 | crawler.link_extractor | INFO | 📦 Stored component state: http://localhost:3008/patient-register#component-register-patient
2026-04-01 11:07:57 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 3/9 clicks discovered URLs (3 unique)
2026-04-01 11:07:57 | crawler.link_extractor | INFO | ⏭️  Skipped 3 duplicate URLs during AVB
2026-04-01 11:07:57 | crawler.link_extractor | INFO | 🔗 Extracted 4 unique links
2026-04-01 11:08:03 | crawler.interaction_sim | INFO | 🔍 Hidden elements discovered: 0 accordions, 0 menus
2026-04-01 11:08:03 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #10)
2026-04-01 11:08:05 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 0 forms
2026-04-01 11:08:07 | crawler.ai_enricher | INFO | 🤖 AI enrichment: Found 0 forms, 0 buttons, 0 interactive elements
2026-04-01 11:08:07 | crawler.link_extractor | INFO | 🤖 Using GEMINI AI to detect navigation elements on sub-page
2026-04-01 11:08:08 | crawler.ai_detector | INFO | 🤖 Sending screenshot to Gemini: snapshots/ai_analysis_287.png (API call #11)
2026-04-01 11:08:08 | crawler.ai_detector | INFO | 📋 Generic parser found 9 potential navigation elements
2026-04-01 11:08:08 | crawler.ai_detector | INFO | 📤 Requesting Gemini analysis...
2026-04-01 11:08:10 | crawler.ai_detector | INFO | 🤖 Gemini detected 9 navigation elements (confidence >= 70%)
2026-04-01 11:08:10 | crawler.ai_detector | INFO | ✅ 9 high-confidence elements validated
2026-04-01 11:08:10 | crawler.ai_detector | INFO | 📦 Detected layout signature (caching disabled): nav:|accordions:0
2026-04-01 11:08:10 | crawler.link_extractor | INFO | 🤖 AI found 9 navigation elements: ['Home', 'Our Doctors', 'Book Appointment', 'Patient Registration', 'Dr. Sarah Johnson', 'Dr. Michael Chen', 'Dr. Emily Davis', 'Dr. Raj Patel', 'Book an Appointment →']
2026-04-01 11:08:10 | crawler.link_extractor | INFO | 🤖 Using 9 AI-detected navigation elements
2026-04-01 11:08:11 | crawler.link_extractor | INFO | 🌓 Added 5 shadow DOM elements
2026-04-01 11:08:11 | crawler.link_extractor | INFO | 🧠 After intelligent filtering: 14 unique components
2026-04-01 11:08:14 | crawler.link_extractor | INFO | ✅ AVB: 'Home' → http://localhost:3008/
2026-04-01 11:08:14 | crawler.link_extractor | INFO | ✅ AVB: 'Book Appointment' → http://localhost:3008/appointment
2026-04-01 11:08:18 | crawler.link_extractor | INFO | ✅ AVB: 'Patient Registration' → http://localhost:3008/patient-register
2026-04-01 11:08:33 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 3/13 clicks discovered URLs (3 unique)
2026-04-01 11:08:33 | crawler.link_extractor | INFO | ⏭️  Skipped 5 duplicate URLs during AVB
2026-04-01 11:08:33 | crawler.link_extractor | INFO | 🔗 Extracted 4 unique links
