2026-04-01 11:00:16 | crawler.gemini_key_rotator | INFO | 🔑 Loaded 12 Gemini API keys for rotation
2026-04-01 11:01:40 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 2/8 clicks discovered URLs (2 unique)
2026-04-01 11:01:40 | crawler.link_extractor | INFO | ⏭️  Skipped 1 duplicate URLs during AVB
2026-04-01 11:01:40 | crawler.link_extractor | INFO | 🔗 Extracted 3 unique links
2026-04-01 11:01:46 | crawler.interaction_sim | INFO | 🔍 Hidden elements discovered: 0 accordions, 0 menus
2026-04-01 11:01:47 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #6)
2026-04-01 11:01:51 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 1 forms
2026-04-01 11:01:54 | crawler.ai_enricher | INFO | 🤖 AI enrichment: Found 1 forms, 1 buttons, 0 interactive elements
2026-04-01 11:01:54 | crawler.link_extractor | INFO | 🤖 Using GEMINI AI to detect navigation elements on sub-page
2026-04-01 11:01:54 | crawler.ai_detector | INFO | 🤖 Sending screenshot to Gemini: snapshots/ai_analysis_3078.png (API call #7)
2026-04-01 11:01:54 | crawler.ai_detector | INFO | 📋 Generic parser found 4 potential navigation elements
2026-04-01 11:01:54 | crawler.ai_detector | INFO | 📤 Requesting Gemini analysis...
2026-04-01 11:01:56 | crawler.ai_detector | INFO | 🤖 Gemini detected 2 navigation elements (confidence >= 70%)
2026-04-01 11:01:56 | crawler.ai_detector | INFO | ✅ 2 high-confidence elements validated
2026-04-01 11:01:56 | crawler.ai_detector | INFO | 📦 Detected layout signature (caching disabled): nav:|accordions:0
2026-04-01 11:01:56 | crawler.link_extractor | INFO | 🤖 AI found 2 navigation elements: ['New Task', 'Settings']
2026-04-01 11:01:56 | crawler.link_extractor | INFO | 🤖 Using 2 AI-detected navigation elements
2026-04-01 11:01:56 | crawler.link_extractor | INFO | 🌓 Added 7 shadow DOM elements
2026-04-01 11:01:56 | crawler.link_extractor | INFO | 🔄 Deduplication: 9 → 8 elements (removed 1 duplicates)
2026-04-01 11:01:56 | crawler.link_extractor | INFO | 🧠 After intelligent filtering: 8 unique components
2026-04-01 11:02:00 | crawler.link_extractor | INFO | ✅ AVB: 'Settings' → http://localhost:3007/settings
2026-04-01 11:02:05 | crawler.link_extractor | INFO | ✅ AVB: 'Sign Up' → http://localhost:3007/
2026-04-01 11:02:09 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #8)
2026-04-01 11:02:12 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 1 forms
2026-04-01 11:02:12 | crawler.link_extractor | INFO | 📦 Stored component state: http://localhost:3007/tasks#component-add-task
2026-04-01 11:02:12 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 2/7 clicks discovered URLs (2 unique)
2026-04-01 11:02:12 | crawler.link_extractor | INFO | ⏭️  Skipped 1 duplicate URLs during AVB
2026-04-01 11:02:12 | crawler.link_extractor | INFO | 🔗 Extracted 3 unique links
2026-04-01 11:02:18 | crawler.interaction_sim | INFO | 🔍 Hidden elements discovered: 0 accordions, 0 menus
2026-04-01 11:02:18 | crawler.ai_detector | INFO | 🤖 Form detection: Analyzing screenshot with Gemini (API call #9)
2026-04-01 11:02:21 | crawler.ai_detector | INFO | ✅ AI Vision: Detected 1 forms
2026-04-01 11:02:24 | crawler.ai_enricher | INFO | 🤖 AI enrichment: Found 1 forms, 1 buttons, 1 interactive elements
2026-04-01 11:02:24 | crawler.link_extractor | INFO | 🤖 Using GEMINI AI to detect navigation elements on homepage
2026-04-01 11:02:24 | crawler.ai_detector | INFO | 🤖 Sending screenshot to Gemini: snapshots/ai_analysis_215.png (API call #10)
2026-04-01 11:02:24 | crawler.ai_detector | INFO | 📋 Generic parser found 4 potential navigation elements
2026-04-01 11:02:24 | crawler.ai_detector | INFO | 📤 Requesting Gemini analysis...
2026-04-01 11:02:26 | crawler.ai_detector | INFO | 🤖 Gemini detected 3 navigation elements (confidence >= 70%)
2026-04-01 11:02:26 | crawler.ai_detector | INFO | ✅ 3 high-confidence elements validated
2026-04-01 11:02:26 | crawler.ai_detector | INFO | 📦 Detected layout signature (caching disabled): nav:|accordions:0
2026-04-01 11:02:26 | crawler.link_extractor | INFO | 🤖 AI found 3 navigation elements: ['Sign Up', 'New Task', 'Settings']
2026-04-01 11:02:26 | crawler.link_extractor | INFO | 🤖 Using 3 AI-detected navigation elements
2026-04-01 11:02:26 | crawler.link_extractor | INFO | 🌓 Added 8 shadow DOM elements
2026-04-01 11:02:26 | crawler.link_extractor | INFO | 🔄 Deduplication: 11 → 9 elements (removed 2 duplicates)
2026-04-01 11:02:26 | crawler.link_extractor | INFO | 🧠 After intelligent filtering: 9 unique components
2026-04-01 11:02:29 | crawler.link_extractor | INFO | ✅ AVB: 'New Task' → http://localhost:3007/tasks
2026-04-01 11:02:29 | crawler.link_extractor | INFO | ✅ AVB: 'Settings' → http://localhost:3007/settings
2026-04-01 11:02:45 | crawler.link_extractor | INFO | 🔍 Action-Verify-Back: 2/8 clicks discovered URLs (2 unique)
2026-04-01 11:02:45 | crawler.link_extractor | INFO | ⏭️  Skipped 2 duplicate URLs during AVB
2026-04-01 11:02:45 | crawler.link_extractor | INFO | 🔗 Extracted 3 unique links
